2019-06-06,東京都,縁(えにし),03-5859-0441
2019-06-01,兵庫県,錦わらい 三田ウッディタウン店,079-565-8121
2019-05-16,大阪府,串と蛸 天三店,06-4800-0077
2019-05-06,東京都,お好み焼き 山本,03-6384-1966
2019-04-30,千葉県,ポッポ 流山店,04-7150-5565
2019-04-26,奈良県,築地銀だこ ならファミリー店,0742-93-8128
2019-04-19,愛知県,ぼてこ イオンモール東浦店,0562‐57‐4655
2019-04-18,愛知県,築地銀だこ イオンモール熱田店,052-746-3663
2019-04-12,大阪府,ジャンボ酒場 関目高殿駅前店,06-6180-0333
2019-04-05,東京都,ながおかのおっさん,03-6277-1239
2019-04-04,広島県,高砂○ 本店,082-263-0787
2019-03-31,北海道,粉パラダイス、なの。,011-737-8070
2019-03-27,愛媛県,お好み焼きandてっぱん屋日々来（ひびき）,0897-66-7315
2019-03-27,福岡県,築地銀だこハイボール酒場 アミュプラザ小倉店,093-512-1018
2019-03-22, 神奈川県,みつえちゃん 本厚木北口駅前店,046-225-7688
2019-03-21,東京都,お好み焼き酒場 とり玉天国,042-522-0088
2019-03-17,東京都,88パチパチ 東京ドーム店,03-5800-9999：東京ドームシティわくわくダイヤル
2019-03-16,東京都,築地銀だこTOKYO STADIUM,—
2019-03-14,埼玉県,浦和こてがえし,048-871-2003
2019-03-01,兵庫県,柳家,078-585-5892
2019-03-01,愛知県,お好み焼き 焼きそば まる真,0568-56-3356
2019-02-15,東京都,月島もんじゃ わらしべ 参番街店,03-5547-4919
2019-02-04,山口県,お好み一番地 ゆめタウン下松店,0833-44-8020
2019-02-01,大阪府,京ちゃばな 法善寺店,06-6211-1131
2019-01-30,茨城県,築地銀だこ イオンモール水戸内原店,029-350-1307
2019-01-24,東京都,お好み焼 みっちゃん 総本店 新橋店,03-6432-0090
2019-01-07,大阪府,てっぱんもんじゃ ぽよ,06-6136-5422
2019-01-04,兵庫県,寛,078-333-1005
2018-12-20,鹿児島県,お好み焼き 蔵,–
2018-12-19,千葉県,ギンダコ西船横丁,0474-97-8531
2018-12-18,宮城県,タコとハイボール名掛丁店,080-4957-5475
2018-12-18,滋賀県,お好み焼き 鉄板焼居酒屋 や台や 河内花園町,072-960-2188
2018-12-08,東京都,熱狂 道とん堀 御徒町店,03-5817-8651
2018-12-07,千葉県,築地銀だこ イトーヨーカドー四街道店,043-497-3158
2018-12-02,広島県,お好み焼・鉄板串焼酒場 やまだ,082-569-8870
2018-11-29,兵庫県,お好み一番地 ゆめタウン姫路店,079-298-5824
2018-11-23,宮城県,ゑびす屋本舗 名取店,–
2018-11-22,福岡県,築地銀だこマークイズ福岡ももち店,092-841-3577
2018-11-09,三重県,築地銀だこ イオンモール津南店,059-253-3667
2018-11-07,東京都,鶴橋 お好み焼・鉄板焼オモニ 丸の内店,050-3462-4090
2018-11-01,岐阜県,たこ焼き居酒屋 ぐっぴぃ 岐阜横丁店,090-4268-4545
2018-10-26,千葉県,舞 千房 イクスピアリ店,047-311-4545
2018-10-24,愛知県,THE鉄板YA 達神,0587-81-5706
2018-10-23,奈良県,花舎 見瀬店,0744-27-0515
2018-10-22,東京都,べにぼち 高田馬場店,03-3207-7400
2018-10-21,京都,銀の卵 洛西口駅店（お持ち帰り専門店）,075-925-5660
2018-10-12,神奈川県,竹蔵TAKEZO ダイニング,045-710-0102
2018-10-03,広島県,お好み焼き体験 広島駅 OKOSTA-オコスタ-,082-277-7116（受付時間 平日9:00〜17:00）
2018-09-27,愛知県,築地銀だこ ららぽーと名古屋みなとアクルス店,052-387-5300
2018-09-27,愛知県,千房ららぽーと名古屋みなとアクルス支店,052-655-5260
2018-09-26,千葉県,ポッポ ニューコースト新浦安店,047-316-5173
2018-09-25,大分県,お好み焼き なんどいや,0978-25-9333
2018-09-24,千葉県,みつえちゃん 西船橋北口駅前店,047-436-5188
2018-09-22,東京都,お好み焼き・鉄板焼き パチパチ新橋店,03-6273-3883
2018-09-20,東京都,鉄板焼・お好み焼 一歩 新宿ハルク西口店,03-5339-9377
2018-09-12,宮城県,築地銀だこ イオンスタイル卸町店,022-239-3459
2018-09-11,奈良県,粉もん屋八 橿原神宮前店,0744-47-3358
2018-09-11,大阪府,ごっつええ本舗 イオンモール鶴見,06-6911-0910
2018-09-08,東京都,TEPPAN KITCHEN,03-6451-1016
2018-09-03,東京都,たこ焼き いわっち！ 中坂橋店,03-6314-4811
2018-09-03,長崎県,どんどん亭 佐世保大和町店,0956-46-7788
2018-09-02,大阪府,銀だこ大衆酒場 新大阪店,06-6770-9766
2018-09-01,東京都,大阪やき三太 大森店,03-6417-1413
2018-08-29,東京都,銀だこ大衆酒場 品川港南口店,03-6433-9503
2018-08-21,岐阜県,お好み焼きはここやねん 大垣店,0584-83-2002
2018-08-11,愛知県,㊄ MARUGO （まるご）,052-919-0050
2018-08-08,東京都,鉄板個室ダイニング ぽんぽこ八兵衛,03-5809-8102
2018-08-07,大阪府,お好み焼き・一銭洋食 福○,06-6630-7398
2018-07-27,兵庫県,たこ焼き 松むら 三宮店,078-333-8198
2018-07-20,長崎県,OctoChef （オクトシェフ）,0570-064-110　　ハウステンボス
2018-07-20,秋田県,笑たこ イオンモール秋田店,03-5755-5549
2018-07-20,青森県,ポッポ エルム五所川原店,0173-33-8848
2018-07-04,愛知県,ねぎぼーず 鶴舞店,052-332-3800
2018-07-01,滋賀県,粉もん屋八 膳所駅前店,077-572-7011
2018-07-01,大阪府,天多来 京橋店,06-6351-3151
2018-06-30,福岡県,お好み焼き 鉄板焼き 磯六 元祖てこまる,0942-35-1817
2018-06-29,埼玉県,じゃんぼ総本店 南浦和駅前店,048-764-8889
2018-06-15,福島県,築地銀だこ イオンモールいわき小名浜店,0246-38-4223
2018-06-13,大阪府,南船場鉄板食堂 はなたれ,06-6210-3239
2018-06-10,京都,京都一乗寺もんじ家,090-7498-6442
2018-06-06,千葉県,築地銀だこ ハイボール酒場 成田空港店,0476-34-6858
2018-06-03,東京都,京のお好み焼 こてつ GEMS 三軒茶屋店,03-6453-4631
2018-06-01,佐賀県,どんどん亭 佐賀兵庫店,0952-97-5311
2018-05-31,大阪府,道頓堀 赤鬼 阪神梅田店,06-6345-1201（代）
2018-05-28,東京都,築地銀だこ 高円寺店,03-5356-8817
2018-05-26,東京都,神戸鉄板 長田いっしん 学芸大店,03-5734-1440
2018-05-24,東京都,お好み焼 あほんだら,03-6912-9796
2018-05-19,大阪府,じゃんぼ總本店 JR長尾駅前店,06-6730-2600
2018-05-12,福岡県,源田虎,092-201-9882
2018-05-10,大阪府,十三産直横丁 お好み焼き みつえちゃん,06-6886-8788
2018-05-05,愛知県,すこやか,0533-67-3088
2018-05-04,広島県,二代目さざんか,082-208-2862
2018-05-04,広島県,鉄ぱん屋 弁兵衛 ジ・アウトレット広島店,082-208-5300
2018-04-26,東京都,鉄板お好み焼き 十代目,
2018-04-25,山口県,まいの,083-227-2269
2018-04-24,兵庫県,千客万来まねきだこ コロワ甲子園,0798-61-5228
2018-04-24,愛知県,すこやか,090-7028-7382
2018-04-01,東京都,月島もんじゃ こぼれや 結 （むすび）,03-3520-8779
2018-03-28,神奈川県,おめで鯛焼き本舗アピタテラス横浜綱島店,045-947-2522
2018-03-28,広島県,カリトロ広島店,082-240-8991
2018-03-28,広島県,いっちゃん,082-263-2338
2018-03-28,広島県,麗ちゃん,082-286-2382
2018-03-16,神奈川県,築地銀だこ イオンモール座間店,046-204-7526
2018-03-16,奈良県,粉もん屋 八 大和小泉駅前店,0743-85-5504
2018-03-08,兵庫県,うどん・たこ焼き一番,0120-889-051
2018-03-02,大阪府,じゃんぼ総本店JR吹田駅前店,06-6317-0050
2018-02-27,長野県,ポッポ 南松本店 /とっぴん舎 南松本店,0263-27-2448
2018-02-26,東京都,もんじゃ麦 中目黒別邸,03-6452-2345
2018-02-22,東京都,築地銀だこ アリオ葛西店,03-6808-5235
2018-02-09,東京都,うまもん,03-3768-2211
2018-02-05,愛知県,東京ハニービー 本山店,052-753-7723
2018-01-27,山口県,どんどん亭 宇部店,0836-36-8721
2018-01-27,兵庫県,汽車ポッポ 板宿駅前店,078-742-9191
2018-01-10,神奈川県,元祖月島もんじゃくぅ川和町駅前店,045-479-1151
2018-01-09,東京都,いか焼き庵 頂,070-1536-1102
2018-01-05,大阪府,まるふく,080-9370-3547
2017-12-22,北海道,たこ焼き 菜々,070-4077-7732
2017-12-18,大阪府,あべのたこやき やまちゃん ルクア大阪店,06-4796-7670
2017-12-18,大阪府,お好み たまちゃん ルクア大阪店,06-4796-7670
2017-12-18,愛知県,おかげ,052-725-8686
2017-12-08, 岐阜県,米乃家 イオンタウン本巣店,058-322-3750
2017-12-01,北海道,じゅう奏,011-704-0013
2017-11-29,東京都,築地銀だこハイボール酒場 立川店,042-512-9445
2017-11-24,愛知県,お好み焼き ホルモン＆鉄板料理 喜多郎,0565-32-7780
2017-11-23,愛知県,築地銀だこ プライムツリー赤池店,052-848-6401
2017-11-14,奈良県,粉もん屋八 天理駅前店,0743-69-4988
2017-11-13,神奈川県,お好み焼・焼そば・鉄板バル エエトコ,046-244-0538
2017-11-11,奈良県,春道,050-3374-2737
2017-11-01,沖縄県,お好み焼き 馬之助 読谷店,098-956-7858
2017-10-27,大阪府,ふうふう亭 なんば道頓堀店,06-6213-5029
2017-10-26,東京都,有楽町こてがえし,03-6206-3001
2017-10-19,大阪府,お好み焼・鉄板焼 きん太 東豊中店,06-6854-5551
2017-10-10,山口県,どんどん亭 イオンタウン周南久米店,0834-33-8860
2017-10-10,東京都,築地銀だこ 浅草三ちゃん横丁浅草ホッピー通り店,03-5830-6970
2017-10-02,千葉県,もんたま 千葉駅前店,043-301-5267
2017-10-01,大阪府,お好み焼は ここやねん 阪急茨木駅前店,050-3373-8825
2017-09-20,長野県,築地銀だこ イオンモール松本店,0263-87-1865
2017-09-18,兵庫県,築地銀だこ イオンモール神戸南店,078-381-7608
2017-09-09,大阪府,たこ焼き ひさご 富田町店,072-693-2558
2017-09-04,愛知県,築地銀だこ イオンスタイル豊田店,0565-85-7880
2017-08-29,神奈川県,若竹 関内駅前店,045-315-6889
2017-08-28,兵庫県,お好み焼きはここやねん 姫路飾磨店,079-235-7807
2017-08-04,東京都,お好み焼き 道とん堀 日野多摩平の森店,042-843-4168
2017-07-27,東京都,錦糸町こてがえし,03-5637-8250
2017-07-26,福岡県,大阪たこ焼き はかたこイオン乙金店,092-558-4411
2017-07-24,愛媛県,築地銀だこ イオンモール新居浜店,0897-66-7751
2017-07-15,長野県,Taco-Pa （タコパ）,080-4867-3973
2017-07-14,東京都,広島風お好み焼き 花火,03-5992-2522
2017-07-13,東京都,築地銀だこ府中ル・シーニュ店,042-358-9005
2017-07-11,青森県,お好み焼き 道とん堀 弘前駅前店,0172-40-0390
2017-06-22,大阪府,名代 千房 JO－TERRACE OSAKA店,06-6450-6900
2017-06-08,東京都,築地銀だこ 築地本店,03-3553-8885
2017-05-22,山口県,どんどん亭 新下関店,083-242-0122
2017-05-20,広島県,こてじゅう 光町店,090-9462-5010
2017-05-15,兵庫県,お好み焼き 鉄板焼き 由甲,090-7094-9403
2017-05-11,埼玉県,道頓堀 赤鬼 ドン・キホーテ浦和原山店,048-884-5028
2017-05-08,愛知県,鉄神 金山店,052-671-0155
2017-04-24,兵庫県,ごっつええ本舗　阪急西宮ガーデンズ,0798-68-5051
2017-04-19,奈良県,粉もん屋八 生駒駅前店,0743-73-5959
2017-04-17,東京都,鉄神 上野駅前店 （テッシン）,03-3837-1777
2017-04-15,東京都,お好み焼き いまり 五反田店,03-6431-9499
2017-04-01,神奈川県,タコとハイボール 藤沢店,0266-79-6326
2017-04-01,東京都,広島お好み焼き・鉄板焼き 倉はし 荻窪店,03-6383-5399
2017-03-29,愛知県,ぼてこ メイカーズピア店,052-384-4040
2017-03-24,東京都,電光石火 東京駅店,03-6268-0313
2017-03-22,石川県,築地銀だこ イオンモール新小松店,0761-58-0057
2017-03-21,石川県,京都 わらい食堂 イオンモール新小松店,0761-58-0216
2017-03-18,愛知県,ディアボロちゃんの夢,052-583-8407
2017-03-16,大阪府,京ちゃばな 京橋京阪モール店,06-6809-6163
2017-03-01,京都,お好み焼き　おこ山,075-874-4622
2017-03-01,奈良県,お好み焼き・鉄板焼 ぼんくら家 田原本町店,074-434-0503
2017-02-21,東京都,わっはっはっ風月 高田馬場店,03-6380-3151
2017-02-14,東京都,築地銀だこハイボール酒場 日本橋店,03-6262-6059
2017-02-07,東京都,築地銀だこハイボール酒場 新宿御苑店,03-5925-8180
2017-02-06,大阪府,もんじゃ麦 あべの店,06-6654-7832
2017-02-01,東京都,築地銀だこハイボール酒場 アパホテル飯田橋駅前店,03-6256-8286
2017-01-27,兵庫県,お好み焼きと鉄板焼き ゆめ,078-842-5262
2017-01-26,大阪府,たこぴん うつぼ公園前店,080-4648-0141
2017-01-16,大阪府,本格広島お好み焼き たにもと,072-672-0538
2016-12-20,東京都,築地銀だこハイボール酒場 末広町店,03-6803-2094
2016-12-08,愛知県,築地銀だこ イオンモール長久手店,0561-76-3128
2016-11-30,兵庫県,こて屋,078-917-3717
2016-11-30,兵庫県,酒道場/お好み焼道場,078-911-8083
2016-11-30,兵庫県,まるまる,078-918-6038
2016-11-30,兵庫県,玉子焼専門店 松竹,078-912-0091
2016-11-24,東京都,月島もんじゃ もへじ -両国-江戸NOREN店,03-6658-5159
2016-11-22,神奈川県,築地銀だこ アリオ橋本店,042-703-4227
2016-11-20,滋賀県,いっきゅうさん大津膳所店,077-537-0193
2016-11-11,大阪府,会津屋 なんばウォーク店,06-6212-1132
2016-10-27,東京都,華 千房 恵比寿ガーデンプレイス支店,03-5424-1011
2016-10-21,秋田県,たこまる,018-862-8896
2016-10-17,愛知県,広島焼 鉄板焼 遊歩,0568-34-1641
2016-10-06,三重県,鉄神 四日市駅前店,059-351-0511
2016-10-04,神奈川県,築地銀だこ ららぽーと湘南平塚店,0463-73-5828
2016-09-23,北海道,築地銀だこ札幌エスタ店,011-213-2181
2016-09-20,長野県,You助,026-229-7751
2016-09-16,愛知県,六三 東海店,052-601-6389
